predicted class,x,y
Soft tissue pogonion,461.0,393.0
Soft tissue Gnathion,448.5,417.5
Soft tissue Menton,429.0,425.0
Cervical point,369.0,433.0
Nasion,433.0,166.0
Sella,298.0,180.5
Porion,253.5,217.5
Orbitale,409.5,217.5
Pterygoid,333.0,213.5
Basion,249.5,257.5
ANS,437.0,278.0
PNS,332.5,273.0
A point,421.5,289.5
B point,397.0,373.5
Protuberance menti,397.5,389.5
Pogonion,397.0,397.5
Menton,385.5,413.5
Go-1 Corpuus left,281.0,349.5
Go-2 Ramus down,269.0,269.0
Articulare,264.5,245.5
R3,305.0,261.5
R1,329.5,301.0
Maxilla 1 crown,421.5,340.5
Maxilla 1 root,418.0,293.0
Mandible 1 crown,414.0,333.5
Mandible 1 root,394.0,365.5
Maxilla 6 distal,353.5,317.5
Maxilla 6 root,369.5,285.5
Mandible 6 distal,356.5,325.0
Mandible 6 root,345.5,353.0
Glabella,453.0,145.5
Soft tissue naison,441.5,185.0
Dorsum of nose,473.0,245.5
pronasale,477.5,269.5
Colunella,469.5,285.5
Subnasalle,449.0,289.0
Soft tissue A point,445.0,293.0
Labrale superius,449.0,313.5
Upper lip,448.5,325.5
Stms,437.0,333.0
Upper embrasure,421.5,334.0
Lower embrasure,417.0,337.0
Stmi,429.0,337.0
Lower lip,437.5,349.0
Labial Inferius,433.0,357.0
Soft tissue b point,421.0,369.5
Soft tissue pogonion,421.5,397.5
Soft tissue Gnathion,409.0,417.5
Soft tissue Menton,385.5,425.0
Cervical point,321.0,425.5
Nasion,436.5,157.5
Sella,305.5,181.0
Porion,261.0,217.5
Orbitale,421.5,217.5
Pterygoid,341.5,213.5
Basion,257.5,265.0
ANS,457.5,273.5
PNS,350.0,269.5
A point,445.0,285.5
B point,433.0,377.5
Protuberance menti,429.5,393.5
Pogonion,429.5,405.0
Menton,418.0,421.5
Go-1 Corpuus left,309.5,357.5
Go-2 Ramus down,289.0,268.5
Articulare,281.5,245.5
R3,322.0,257.5
R1,349.5,297.0
Maxilla 1 crown,457.0,341.0
Maxilla 1 root,438.0,293.0
Mandible 1 crown,450.0,337.0
Mandible 1 root,426.0,370.0
Maxilla 6 distal,373.0,313.5
Maxilla 6 root,389.5,281.0
Mandible 6 distal,373.0,321.0
Mandible 6 root,366.0,353.5
Glabella,452.5,134.0
Soft tissue naison,449.0,173.5
Dorsum of nose,478.0,229.5
pronasale,489.0,253.5
Colunella,481.0,273.5
Subnasalle,469.5,281.0
Soft tissue A point,469.5,289.5
Labrale superius,477.0,309.5
Upper lip,480.5,321.5
Stms,473.0,336.5
Upper embrasure,461.5,334.0
Lower embrasure,457.0,341.0
Stmi,469.0,337.5
Lower lip,477.0,353.0
Labial Inferius,473.5,361.0
Soft tissue b point,461.0,377.0
Soft tissue pogonion,457.0,405.5
Soft tissue Gnathion,445.0,429.5
Soft tissue Menton,421.5,437.0
Nasion,429.5,145.0
Sella,293.0,160.5
Porion,245.0,205.5
Orbitale,413.5,205.0
Pterygoid,329.5,201.0
Basion,241.5,249.0
ANS,437.0,261.5
PNS,329.5,257.0
A point,429.0,272.5
B point,405.5,365.5
Protuberance menti,405.5,381.5
Pogonion,409.0,393.5
Menton,393.5,409.5
Go-1 Corpuus left,289.0,345.0
Go-2 Ramus down,265.0,257.0
Articulare,261.0,233.5
R3,300.5,246.0
R1,333.0,289.0
Maxilla 1 crown,425.0,329.0
Maxilla 1 root,421.5,277.5
Mandible 1 crown,418.0,325.0
Mandible 1 root,402.0,357.5
Maxilla 6 distal,361.0,305.5
Maxilla 6 root,373.0,273.0
Mandible 6 distal,361.0,313.0
Mandible 6 root,353.0,345.0
Glabella,445.0,121.5
Soft tissue naison,441.5,161.5
Dorsum of nose,469.5,225.5
pronasale,478.0,249.5
Colunella,469.0,265.0
Subnasalle,453.0,269.5
Soft tissue A point,449.5,277.0
Labrale superius,453.0,297.5
Upper lip,456.5,309.5
Stms,441.5,321.5
Upper embrasure,429.5,322.0
Lower embrasure,425.0,325.0
Stmi,437.0,325.0
Lower lip,445.0,337.0
Labial Inferius,441.5,345.0
Soft tissue b point,433.0,361.5
Soft tissue pogonion,433.0,389.0
Soft tissue Gnathion,421.0,413.5
Soft tissue Menton,396.5,424.5
Cervical point,337.5,433.0
Nasion,425.0,173.0
Sella,293.0,189.0
Porion,245.5,233.5
Orbitale,413.0,229.5
Pterygoid,329.5,229.0
Basion,241.5,277.0
ANS,437.5,285.5
PNS,333.5,285.0
A point,425.5,297.5
B point,413.0,377.0
Protuberance menti,413.5,393.5
Pogonion,413.0,405.0
Menton,401.5,421.5
Go-1 Corpuus left,285.0,369.0
Go-2 Ramus down,269.0,281.0
Articulare,261.0,257.5
R3,305.0,273.0
R1,333.5,313.0
Maxilla 1 crown,433.0,344.5
Maxilla 1 root,418.0,301.0
Mandible 1 crown,426.0,341.5
Mandible 1 root,410.0,373.5
Maxilla 6 distal,361.5,325.5
Maxilla 6 root,373.5,297.0
Mandible 6 distal,361.0,337.0
Mandible 6 root,353.5,365.5
Glabella,441.0,149.0
Soft tissue naison,437.5,186.0
Dorsum of nose,469.5,245.5
pronasale,477.5,269.5
Colunella,469.0,285.0
Subnasalle,453.5,293.5
Soft tissue A point,449.0,297.5
Labrale superius,457.0,317.5
Upper lip,457.0,329.5
Stms,449.0,341.0
Upper embrasure,437.5,338.5
Lower embrasure,433.0,344.5
Stmi,445.0,341.5
Lower lip,453.0,353.0
Labial Inferius,449.5,361.5
Soft tissue b point,437.0,377.5
Soft tissue pogonion,437.0,405.0
Soft tissue Gnathion,425.0,425.5
Soft tissue Menton,401.5,433.0
Cervical point,325.5,429.5
Nasion,424.5,169.0
Sella,289.5,189.0
Porion,245.0,225.5
Orbitale,406.0,224.5
Pterygoid,329.0,225.0
Basion,241.5,265.0
ANS,437.0,282.0
PNS,333.0,281.0
A point,425.5,293.5
B point,409.0,377.5
Protuberance menti,409.0,397.0
Pogonion,409.0,405.5
Menton,397.5,425.0
Go-1 Corpuus left,285.5,361.0
Go-2 Ramus down,265.0,273.0
Articulare,261.0,249.5
R3,304.0,270.0
R1,333.0,309.0
Maxilla 1 crown,425.0,345.0
Maxilla 1 root,418.0,297.5
Mandible 1 crown,422.0,341.5
Mandible 1 root,405.5,373.5
Maxilla 6 distal,361.5,325.5
Maxilla 6 root,373.0,293.5
Mandible 6 distal,361.5,333.0
Mandible 6 root,357.0,365.0
Glabella,437.5,145.5
Soft tissue naison,433.5,185.5
Dorsum of nose,468.5,245.5
pronasale,477.0,270.0
Colunella,469.0,285.5
Subnasalle,453.0,293.5
Soft tissue A point,449.0,297.5
Labrale superius,449.5,321.5
Upper lip,452.5,329.5
Stms,441.0,341.0
Upper embrasure,429.5,338.0
Lower embrasure,425.0,345.0
Stmi,437.0,341.5
Lower lip,445.0,353.0
Labial Inferius,441.0,361.0
Soft tissue b point,433.0,377.5
Soft tissue pogonion,433.0,405.0
Soft tissue Gnathion,421.0,425.5
Soft tissue Menton,401.0,437.0
Cervical point,337.0,445.0
Nasion,417.5,169.0
Sella,297.5,193.0
Porion,253.0,225.5
Orbitale,405.0,225.5
Pterygoid,325.5,221.5
Basion,249.5,269.0
ANS,429.0,285.5
PNS,329.0,277.5
A point,417.5,297.5
B point,393.0,381.0
Protuberance menti,393.5,401.0
Pogonion,393.0,409.5
Menton,378.0,425.5
Go-1 Corpuus left,285.0,358.0
Go-2 Ramus down,272.5,273.0
Articulare,265.0,249.5
R3,304.5,265.5
R1,329.5,309.0
Maxilla 1 crown,417.5,345.0
Maxilla 1 root,409.5,301.0
Mandible 1 crown,410.0,341.5
Mandible 1 root,390.0,377.5
Maxilla 6 distal,353.0,321.5
Maxilla 6 root,365.0,293.5
Mandible 6 distal,353.5,333.0
Mandible 6 root,341.5,361.5
Glabella,433.5,145.5
Soft tissue naison,429.5,185.5
Dorsum of nose,458.0,249.0
pronasale,466.0,269.5
Colunella,457.0,286.0
Subnasalle,441.0,293.0
Soft tissue A point,441.5,301.0
Labrale superius,441.0,321.5
Upper lip,445.0,333.5
Stms,433.5,345.0
Upper embrasure,417.5,341.5
Lower embrasure,413.5,344.5
Stmi,429.0,345.0
Lower lip,433.0,361.0
Labial Inferius,429.5,365.5
Soft tissue b point,417.0,381.0
Soft tissue pogonion,417.0,405.5
Soft tissue Gnathion,401.5,429.5
Soft tissue Menton,381.0,437.0
Cervical point,321.5,445.0
Nasion,436.5,158.0
Sella,297.5,177.0
Porion,253.5,217.0
Orbitale,413.5,213.5
Pterygoid,337.5,209.0
Basion,249.5,257.5
ANS,445.5,257.5
PNS,337.5,261.5
A point,433.5,273.0
B point,429.0,349.5
Protuberance menti,433.0,361.0
Pogonion,433.0,369.5
Menton,421.5,389.5
Go-1 Corpuus left,313.5,341.5
Go-2 Ramus down,277.0,265.0
Articulare,269.0,241.5
R3,309.5,253.5
R1,341.5,289.0
Maxilla 1 crown,445.0,317.0
Maxilla 1 root,426.0,277.0
Mandible 1 crown,437.5,313.0
Mandible 1 root,425.5,342.0
Maxilla 6 distal,373.0,301.5
Maxilla 6 root,381.0,273.0
Mandible 6 distal,373.0,309.0
Mandible 6 root,369.5,337.5
Glabella,453.5,137.5
Soft tissue naison,445.0,174.0
Dorsum of nose,477.0,225.5
pronasale,484.5,249.0
Colunella,477.0,261.5
Subnasalle,461.5,269.5
Soft tissue A point,457.5,273.5
Labrale superius,465.5,293.5
Upper lip,469.0,301.5
Stms,461.0,313.0
Upper embrasure,445.0,310.0
Lower embrasure,441.5,316.5
Stmi,457.5,313.0
Lower lip,465.0,325.0
Labial Inferius,464.5,333.5
Soft tissue b point,453.5,345.5
Soft tissue pogonion,457.0,369.0
Soft tissue Gnathion,449.0,393.0
Soft tissue Menton,425.5,405.0
Cervical point,369.0,425.0
Nasion,425.5,157.0
Sella,294.0,185.0
Porion,253.0,225.0
Orbitale,409.5,213.0
Pterygoid,333.5,214.0
Basion,253.5,265.5
ANS,445.0,265.5
PNS,337.5,269.5
A point,433.5,277.5
B point,429.0,353.5
Protuberance menti,433.0,369.5
Pogonion,437.0,381.0
Menton,425.5,397.5
Go-1 Corpuus left,309.0,357.5
Go-2 Ramus down,273.5,273.0
Articulare,269.0,249.5
R3,308.5,261.5
R1,341.0,297.0
Maxilla 1 crown,441.0,321.5
Maxilla 1 root,425.5,280.5
Mandible 1 crown,434.0,317.5
Mandible 1 root,421.5,349.5
Maxilla 6 distal,369.5,309.5
Maxilla 6 root,377.0,281.0
Mandible 6 distal,369.0,317.0
Mandible 6 root,369.5,345.5
Glabella,444.5,133.0
Soft tissue naison,437.5,173.0
Dorsum of nose,473.0,225.5
pronasale,481.5,249.5
Colunella,476.5,265.5
Subnasalle,461.0,273.5
Soft tissue A point,461.0,281.0
Labrale superius,465.5,297.5
Upper lip,469.0,309.5
Stms,457.0,317.5
Upper embrasure,445.5,318.0
Lower embrasure,441.0,321.5
Stmi,453.5,321.0
Lower lip,461.0,333.0
Labial Inferius,457.0,337.5
Soft tissue b point,453.0,353.0
Soft tissue pogonion,456.5,377.0
Soft tissue Gnathion,448.5,401.0
Soft tissue Menton,425.5,413.0
Cervical point,377.5,441.0
Nasion,404.5,157.0
Sella,273.5,177.0
Porion,237.0,221.5
Orbitale,393.5,213.0
Pterygoid,314.0,217.0
Basion,233.5,265.0
ANS,429.0,261.0
PNS,325.0,272.5
A point,417.0,277.5
B point,409.5,361.0
Protuberance menti,409.5,373.5
Pogonion,413.0,385.0
Menton,397.5,401.5
Go-1 Corpuus left,281.5,357.5
Go-2 Ramus down,257.0,272.5
Articulare,249.0,249.5
R3,292.5,265.0
R1,329.5,301.0
Maxilla 1 crown,433.5,328.5
Maxilla 1 root,413.5,281.0
Mandible 1 crown,425.5,321.5
Mandible 1 root,405.5,357.5
Maxilla 6 distal,357.5,313.5
Maxilla 6 root,369.0,281.5
Mandible 6 distal,357.5,321.0
Mandible 6 root,350.0,349.5
Glabella,421.0,134.0
Soft tissue naison,417.5,170.0
Dorsum of nose,453.5,221.5
pronasale,465.0,242.0
Colunella,456.5,261.5
Subnasalle,441.5,269.0
Soft tissue A point,441.0,276.5
Labrale superius,449.0,297.5
Upper lip,453.0,309.5
Stms,445.5,321.0
Upper embrasure,433.0,322.0
Lower embrasure,429.0,325.0
Stmi,441.5,324.5
Lower lip,448.5,337.0
Labial Inferius,445.0,345.0
Soft tissue b point,437.0,361.5
Soft tissue pogonion,433.0,385.0
Soft tissue Gnathion,425.0,405.0
Soft tissue Menton,401.0,413.0
Cervical point,337.0,437.5
Nasion,406.0,141.5
Sella,281.5,173.0
Porion,249.5,209.5
Orbitale,393.5,197.5
Pterygoid,321.0,201.0
Basion,249.5,249.0
ANS,425.5,237.5
PNS,333.0,245.5
A point,421.5,253.0
B point,421.5,329.0
Protuberance menti,425.5,345.0
Pogonion,429.0,353.0
Menton,417.5,373.0
Go-1 Corpuus left,309.5,313.0
Go-2 Ramus down,277.0,249.0
Articulare,269.0,229.5
R3,306.0,238.5
R1,337.5,273.5
Maxilla 1 crown,433.5,297.0
Maxilla 1 root,413.5,257.5
Mandible 1 crown,426.0,293.5
Mandible 1 root,418.0,325.5
Maxilla 6 distal,369.0,285.5
Maxilla 6 root,373.0,257.0
Mandible 6 distal,369.0,292.5
Mandible 6 root,365.0,321.0
Glabella,421.0,121.0
Soft tissue naison,421.0,157.5
Dorsum of nose,453.5,201.5
pronasale,461.5,221.0
Colunella,457.0,237.0
Subnasalle,441.0,245.0
Soft tissue A point,441.0,253.0
Labrale superius,449.0,273.5
Upper lip,453.0,281.5
Stms,445.0,293.0
Upper embrasure,433.5,293.5
Lower embrasure,429.0,297.0
Stmi,441.5,293.5
Lower lip,449.0,305.0
Labial Inferius,448.5,313.0
Soft tissue b point,445.0,329.0
Soft tissue pogonion,449.0,353.0
Soft tissue Gnathion,441.0,377.5
Soft tissue Menton,421.0,389.0
Cervical point,365.0,401.0
Nasion,436.5,149.0
Sella,301.5,172.5
Porion,257.5,213.5
Orbitale,422.0,201.0
Pterygoid,341.0,205.0
Basion,257.5,253.5
ANS,449.0,254.0
PNS,348.5,257.5
A point,441.0,269.0
B point,429.0,353.5
Protuberance menti,429.5,369.0
Pogonion,429.0,377.0
Menton,417.5,397.5
Go-1 Corpuus left,309.0,345.0
Go-2 Ramus down,281.0,261.0
Articulare,276.5,241.5
R3,317.0,253.0
R1,349.5,289.5
Maxilla 1 crown,445.0,317.0
Maxilla 1 root,434.0,273.0
Mandible 1 crown,438.0,314.0
Mandible 1 root,425.5,345.5
Maxilla 6 distal,377.0,298.0
Maxilla 6 root,389.5,269.0
Mandible 6 distal,377.5,309.0
Mandible 6 root,373.0,337.0
Glabella,452.5,125.0
Soft tissue naison,449.5,162.0
Dorsum of nose,477.5,217.0
pronasale,485.0,241.5
Colunella,477.0,257.5
Subnasalle,465.0,265.5
Soft tissue A point,465.0,269.0
Labrale superius,469.0,293.5
Upper lip,469.0,305.5
Stms,457.5,313.5
Upper embrasure,445.0,313.5
Lower embrasure,441.5,317.0
Stmi,453.0,317.0
Lower lip,461.0,329.5
Labial Inferius,457.0,337.5
Soft tissue b point,453.0,353.0
Soft tissue pogonion,456.5,381.5
Soft tissue Gnathion,445.0,405.0
Soft tissue Menton,421.5,413.0
Cervical point,357.0,417.0
Nasion,430.0,170.0
Sella,297.5,177.5
Porion,253.5,217.5
Orbitale,413.5,224.5
Pterygoid,329.5,217.0
Basion,245.5,261.0
ANS,437.5,281.5
PNS,333.0,277.5
A point,425.0,293.5
B point,397.5,377.5
Protuberance menti,397.5,393.0
Pogonion,397.5,405.0
Menton,385.5,421.5
Go-1 Corpuus left,285.0,361.0
Go-2 Ramus down,268.5,269.5
Articulare,264.5,245.0
R3,304.5,265.5
R1,329.5,305.0
Maxilla 1 crown,425.0,345.0
Maxilla 1 root,414.0,297.0
Mandible 1 crown,417.5,338.0
Mandible 1 root,394.0,369.5
Maxilla 6 distal,357.0,321.5
Maxilla 6 root,369.0,289.5
Mandible 6 distal,357.0,328.5
Mandible 6 root,345.0,361.0
Glabella,448.5,149.0
Soft tissue naison,441.0,189.0
Dorsum of nose,473.0,245.5
pronasale,477.5,269.5
Colunella,469.5,285.5
Subnasalle,449.0,289.5
Soft tissue A point,445.0,297.0
Labrale superius,449.5,317.5
Upper lip,453.0,325.5
Stms,441.0,341.0
Upper embrasure,425.5,338.0
Lower embrasure,421.0,341.5
Stmi,433.0,341.5
Lower lip,441.0,353.0
Labial Inferius,437.0,361.0
Soft tissue b point,421.0,377.0
Soft tissue pogonion,421.0,401.5
Soft tissue Gnathion,409.0,425.0
Soft tissue Menton,385.5,437.0
Cervical point,341.0,453.0
Nasion,405.0,157.0
Sella,281.5,189.0
Porion,245.5,229.0
Orbitale,393.0,214.0
Pterygoid,321.0,217.5
Basion,245.0,273.0
ANS,425.5,265.5
PNS,332.5,273.0
A point,417.0,277.0
B point,409.0,361.0
Protuberance menti,405.5,377.5
Pogonion,405.5,389.0
Menton,394.0,409.0
Go-1 Corpuus left,293.0,353.0
Go-2 Ramus down,273.0,273.0
Articulare,265.0,253.5
R3,305.5,265.0
R1,337.0,301.0
Maxilla 1 crown,425.0,325.0
Maxilla 1 root,410.0,281.5
Mandible 1 crown,418.0,321.5
Mandible 1 root,402.0,357.5
Maxilla 6 distal,361.5,313.5
Maxilla 6 root,369.0,281.5
Mandible 6 distal,361.0,320.5
Mandible 6 root,357.5,349.5
Glabella,417.5,133.5
Soft tissue naison,417.5,170.0
Dorsum of nose,454.0,225.0
pronasale,465.5,245.5
Colunella,460.5,265.5
Subnasalle,441.0,269.5
Soft tissue A point,441.5,277.0
Labrale superius,449.0,297.5
Upper lip,453.0,305.5
Stms,441.5,317.5
Upper embrasure,429.5,318.5
Lower embrasure,425.0,325.0
Stmi,437.5,321.0
Lower lip,448.5,333.0
Labial Inferius,445.0,341.0
Soft tissue b point,433.0,357.0
Soft tissue pogonion,429.0,385.0
Soft tissue Gnathion,416.5,409.0
Soft tissue Menton,397.0,420.5
Cervical point,341.0,425.5
Nasion,441.5,166.0
Sella,301.0,189.0
Porion,253.0,221.5
Orbitale,421.5,225.5
Pterygoid,341.5,222.0
Basion,241.5,265.0
ANS,449.0,281.5
PNS,345.5,277.5
A point,441.0,293.0
B point,421.0,381.5
Protuberance menti,417.0,397.5
Pogonion,417.0,409.5
Menton,401.5,421.5
Go-1 Corpuus left,302.0,357.5
Go-2 Ramus down,277.0,273.0
Articulare,268.5,249.0
R3,314.5,265.0
R1,349.0,309.0
Maxilla 1 crown,449.5,348.5
Maxilla 1 root,433.5,297.0
Mandible 1 crown,442.0,341.5
Mandible 1 root,418.0,373.5
Maxilla 6 distal,377.0,325.5
Maxilla 6 root,385.0,293.5
Mandible 6 distal,377.5,333.0
Mandible 6 root,369.5,361.5
Glabella,457.5,145.5
Soft tissue naison,453.5,185.0
Dorsum of nose,481.0,241.5
pronasale,485.5,265.5
Colunella,481.0,281.5
Subnasalle,469.0,289.5
Soft tissue A point,465.0,297.0
Labrale superius,473.0,321.5
Upper lip,476.5,329.5
Stms,465.5,345.0
Upper embrasure,453.5,342.0
Lower embrasure,449.0,345.0
Stmi,461.5,345.0
Lower lip,469.0,357.0
Labial Inferius,465.0,365.0
Soft tissue b point,449.5,381.0
Soft tissue pogonion,445.0,405.0
Soft tissue Gnathion,429.0,425.0
Soft tissue Menton,405.5,437.0
Nasion,432.5,169.5
Sella,305.5,185.0
Porion,261.5,221.5
Orbitale,412.5,229.5
Pterygoid,337.5,221.5
Basion,253.5,261.0
ANS,433.5,281.5
PNS,337.5,273.5
A point,425.0,297.0
B point,405.0,377.0
Protuberance menti,405.5,393.0
Pogonion,405.5,401.0
Menton,393.5,417.5
Go-1 Corpuus left,297.0,349.0
Go-2 Ramus down,277.0,265.0
Articulare,273.5,245.5
R3,312.5,261.5
R1,337.5,301.0
Maxilla 1 crown,425.5,344.5
Maxilla 1 root,418.0,297.5
Mandible 1 crown,422.0,341.5
Mandible 1 root,402.5,373.5
Maxilla 6 distal,365.0,317.5
Maxilla 6 root,373.0,289.5
Mandible 6 distal,365.0,328.5
Mandible 6 root,357.5,357.5
Glabella,449.0,149.0
Soft tissue naison,441.0,189.5
Dorsum of nose,468.5,245.5
pronasale,477.0,269.5
Colunella,465.5,285.5
Subnasalle,449.5,293.0
Soft tissue A point,445.5,297.0
Labrale superius,449.5,317.5
Upper lip,452.5,329.5
Stms,441.0,341.5
Upper embrasure,429.5,338.0
Lower embrasure,425.5,344.5
Stmi,437.0,341.0
Lower lip,445.0,353.0
Labial Inferius,441.0,365.5
Soft tissue b point,429.0,377.5
Soft tissue pogonion,429.0,401.0
Soft tissue Gnathion,417.0,421.5
Soft tissue Menton,397.0,429.0
Cervical point,337.5,433.0
Nasion,433.0,177.5
Sella,297.5,197.0
Porion,245.0,225.0
Orbitale,410.0,233.0
Pterygoid,329.5,225.5
Basion,241.5,265.0
ANS,437.0,286.0
PNS,329.0,277.0
A point,425.0,301.0
B point,401.5,385.0
Protuberance menti,401.0,401.5
Pogonion,397.5,413.0
Menton,385.5,429.5
Go-1 Corpuus left,281.5,357.5
Go-2 Ramus down,261.0,273.0
Articulare,257.0,249.5
R3,297.0,269.0
R1,329.5,309.0
Maxilla 1 crown,425.0,352.5
Maxilla 1 root,418.0,301.0
Mandible 1 crown,417.5,345.5
Mandible 1 root,398.0,377.5
Maxilla 6 distal,361.0,325.5
Maxilla 6 root,373.5,297.0
Mandible 6 distal,361.0,333.5
Mandible 6 root,349.5,361.5
Glabella,453.0,157.5
Soft tissue naison,441.5,197.5
Dorsum of nose,466.0,249.0
pronasale,473.5,273.0
Colunella,465.0,289.0
Subnasalle,449.5,293.5
Soft tissue A point,449.0,301.0
Labrale superius,453.0,325.5
Upper lip,457.0,333.5
Stms,441.5,349.0
Upper embrasure,429.0,346.0
Lower embrasure,421.5,349.0
Stmi,437.0,349.5
Lower lip,445.5,361.5
Labial Inferius,441.5,369.0
Soft tissue b point,429.0,385.5
Soft tissue pogonion,429.0,409.0
Soft tissue Gnathion,413.0,433.0
Soft tissue Menton,385.0,445.0
Nasion,429.0,169.0
Sella,289.5,189.5
Porion,245.0,225.5
Orbitale,409.5,225.0
Pterygoid,329.5,225.0
Basion,237.5,269.0
ANS,437.5,273.5
PNS,333.0,277.5
A point,425.0,289.5
B point,417.0,377.5
Protuberance menti,417.0,389.5
Pogonion,417.5,397.0
Menton,405.5,414.0
Go-1 Corpuus left,293.5,345.5
Go-2 Ramus down,269.0,272.5
Articulare,261.0,253.5
R3,302.0,265.0
R1,333.5,301.0
Maxilla 1 crown,437.5,344.5
Maxilla 1 root,418.0,293.0
Mandible 1 crown,430.0,337.5
Mandible 1 root,413.5,369.5
Maxilla 6 distal,357.0,317.5
Maxilla 6 root,369.0,289.0
Mandible 6 distal,357.0,325.0
Mandible 6 root,345.0,357.5
Glabella,445.5,149.0
Soft tissue naison,437.5,186.0
Dorsum of nose,469.5,241.5
pronasale,478.0,261.5
Colunella,469.5,277.5
Subnasalle,453.5,285.5
Soft tissue A point,453.0,289.0
Labrale superius,457.5,313.5
Upper lip,461.0,326.0
Stms,453.5,337.5
Upper embrasure,437.5,334.0
Lower embrasure,433.5,341.0
Stmi,449.0,341.0
Lower lip,457.0,353.5
Labial Inferius,453.0,365.0
Soft tissue b point,445.0,377.0
Soft tissue pogonion,444.5,401.0
Soft tissue Gnathion,433.0,421.0
Soft tissue Menton,409.5,429.0
Cervical point,329.5,433.0
Nasion,429.0,172.5
Sella,289.5,177.0
Porion,241.5,217.5
Orbitale,405.5,233.0
Pterygoid,325.5,217.5
Basion,237.0,261.0
ANS,425.5,285.5
PNS,321.5,277.0
A point,417.5,300.5
B point,401.5,389.5
Protuberance menti,405.5,405.0
Pogonion,409.0,417.5
Menton,393.5,433.5
Go-1 Corpuus left,281.5,361.0
Go-2 Ramus down,261.0,269.0
Articulare,257.0,241.5
R3,296.5,258.0
R1,325.5,305.0
Maxilla 1 crown,421.0,348.5
Maxilla 1 root,409.5,301.5
Mandible 1 crown,414.0,345.5
Mandible 1 root,397.5,381.5
Maxilla 6 distal,349.5,329.5
Maxilla 6 root,365.5,297.0
Mandible 6 distal,350.0,337.0
Mandible 6 root,345.0,369.0
Glabella,445.5,149.5
Soft tissue naison,437.5,189.5
Dorsum of nose,461.5,249.5
pronasale,469.0,273.0
Colunella,460.0,289.0
Subnasalle,441.5,293.0
Soft tissue A point,441.0,300.5
Labrale superius,449.0,321.0
Upper lip,453.0,329.5
Stms,437.5,345.5
Upper embrasure,421.0,345.5
Lower embrasure,417.0,348.5
Stmi,433.0,345.5
Lower lip,441.0,361.0
Labial Inferius,437.0,369.5
Soft tissue b point,429.0,385.5
Soft tissue pogonion,429.0,417.0
Soft tissue Gnathion,421.0,441.0
Soft tissue Menton,397.0,449.0
Cervical point,313.5,449.0
Nasion,417.0,145.0
Sella,286.0,165.0
Porion,245.0,205.0
Orbitale,401.0,201.0
Pterygoid,325.0,197.5
Basion,241.5,245.5
ANS,425.0,253.5
PNS,325.5,250.0
A point,417.0,268.5
B point,381.0,357.0
Protuberance menti,377.5,373.5
Pogonion,377.0,385.5
Menton,362.5,397.5
Go-1 Corpuus left,273.0,333.0
Go-2 Ramus down,261.0,253.0
Articulare,257.0,229.5
R3,297.5,242.0
R1,325.5,281.0
Maxilla 1 crown,413.0,320.5
Maxilla 1 root,409.5,269.0
Mandible 1 crown,406.0,313.5
Mandible 1 root,381.5,349.5
Maxilla 6 distal,349.0,294.0
Maxilla 6 root,365.5,261.5
Mandible 6 distal,349.5,305.0
Mandible 6 root,334.0,333.5
Glabella,433.0,121.5
Soft tissue naison,429.5,161.5
Dorsum of nose,458.0,217.5
pronasale,469.0,241.5
Colunella,460.5,257.0
Subnasalle,441.0,261.5
Soft tissue A point,437.5,273.0
Labrale superius,441.0,293.5
Upper lip,441.0,305.5
Stms,429.0,317.0
Upper embrasure,417.5,314.0
Lower embrasure,413.0,317.5
Stmi,425.0,317.0
Lower lip,429.5,329.0
Labial Inferius,425.0,341.5
Soft tissue b point,413.0,353.5
Soft tissue pogonion,405.5,381.5
Soft tissue Gnathion,389.0,401.0
Soft tissue Menton,365.0,413.0
Cervical point,321.5,437.5
Nasion,421.5,153.5
Sella,289.5,189.0
Porion,249.5,229.5
Orbitale,413.0,209.5
Pterygoid,329.5,213.5
Basion,253.5,273.0
ANS,437.0,265.0
PNS,337.0,273.5
A point,429.0,277.0
B point,417.5,357.0
Protuberance menti,417.5,373.5
Pogonion,417.0,381.0
Menton,406.0,398.0
Go-1 Corpuus left,301.5,353.0
Go-2 Ramus down,277.0,276.5
Articulare,269.5,253.5
R3,309.0,261.5
R1,341.5,293.0
Maxilla 1 crown,437.0,325.0
Maxilla 1 root,421.5,281.0
Mandible 1 crown,430.5,321.0
Mandible 1 root,413.5,353.5
Maxilla 6 distal,369.0,305.5
Maxilla 6 root,377.0,277.5
Mandible 6 distal,369.0,313.0
Mandible 6 root,361.0,344.5
Glabella,436.5,129.0
Soft tissue naison,433.5,169.5
Dorsum of nose,465.0,225.0
pronasale,473.5,249.5
Colunella,465.5,265.5
Subnasalle,449.5,273.0
Soft tissue A point,449.5,277.0
Labrale superius,457.0,297.5
Upper lip,456.5,309.5
Stms,449.5,321.0
Upper embrasure,437.5,317.5
Lower embrasure,433.5,325.0
Stmi,445.0,321.0
Lower lip,453.0,332.5
Labial Inferius,449.0,341.0
